"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
298,2019-09-10 18:34:23,"UEL","FUEL","31897","S","Plantae","Tracheophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Smith, AR",2008,NA,NA,NA,"Cordeiro, J; Poliquesi, CB; Silva, JM","2341",NA,2006,"08","31",NA,NA,NA,"Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito, Interior da floresta da planície litorânea",-48.5092010498047,-25.5200004577637,24916,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Terrícola.","FUEL003060","auto"
299,2019-09-10 18:34:23,"UEL","FUEL","27738","S","Plantae","Tracheophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Dittrich, VAO",1995,NA,NA,NA,"Silva, JM; Barbosa, E","2997",NA,1999,"07","14",NA,NA,NA,"Brasil","Paraná","Campina Grande do Sul","Morro Camapuã",-49.0553016662598,-25.3055992126465,55154,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita do intriior da floresta atlântica; ao longo da trilha para o alto do morro.","FUEL003063","auto"
300,2019-09-10 18:34:23,"UEL","FUEL","40850","S","Plantae","Tracheophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Labiak, PH",2001,NA,NA,NA,"Silva, JM; Barbosa, E; Ribas, OS; Costa, EF","3392",NA,2001,"08","18",NA,NA,NA,"Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Paraná",-49.0553016662598,-25.3055992126465,55154,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Terrícola. Floresta atlântica da encosta do morro.","FUEL003061","auto"
301,2017-05-05 18:07:01,"UnB","UB","103440","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Marreco, D; Figueiredo, M",NA,NA,NA,NA,"Prado, C; Prado, M","3",NA,1999,"07","02",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa (FAL). Margem direita do córrego próximo ao Centro de Primatologia",-47.9296989440918,-15.7797002792358,70570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbácea, terrestre; Local úmido.","UB0032726","auto"
302,2017-05-05 18:07:01,"UnB","UB","23721","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Novelino, RF",2007,"08","28",NA,"Abreu, LCR; Novelino, RF","s.n.",NA,1997,"10","29",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília",-47.9296989440918,-15.7797002792358,70570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Em colônia.; No meio da mata mesofítica.","UB0032717","auto"
303,2017-05-05 18:07:01,"UnB","UB","103415","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sehnem, A",1976,NA,NA,NA,"Irwin, HS; Fonsêca, SF; Souza, R; Santos, RR; Ramos, J","27946",NA,1970,"03","19",NA,NA,"Southern America","Brasil","Minas Gerais",NA,"Serra do Espinhaço. Abandoned diamond mines, steep slopes of rio Jequití, ca. 15 km E of Diamantina",NA,NA,NA,NA,975,975,NA,NA,NA,NA,NA,NA,NA,NA,"0,75m; Gallery shade. With many outcrops","UB0032611",NA
304,2017-05-05 18:07:01,"UnB","UB","103419","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Krieger, L","21253",NA,1986,"07","10",NA,NA,"Southern America","Brasil","Minas Gerais",NA,"Parque Estadual de Ibitipoca",NA,NA,NA,NA,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,"Frondes de cor verde - clara; Epífita; Na mata de galeria","UB0032610",NA
305,2017-05-05 18:07:01,"UnB","UB","23712","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Novelino, RF",2007,"08","28",NA,"Queiroz, JT; Novelino, RF","1495",NA,2001,"06","26",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa",-48.077222,-15.820278,NA,NA,1053,1053,NA,NA,NA,NA,NA,NA,NA,NA,"SubArbusto; Beira de mata de galeria, sombreado, agrupada. Mata alterada. Beira de rio. Solo: Solo argiloso.","UB0032723",NA
306,2017-05-05 18:07:01,"UnB","UB","7611","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sylvestre, L",2000,"03",NA,NA,"Novelino, RF","1371",NA,1997,"09","09",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa",-47.9296989440918,-15.7797002792358,70570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Em tufos, indivíduos isolados, frequente.; No solo da mata mesofilica.","UB0032730","auto"
307,2017-05-05 18:07:01,"UnB","UB","103444","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Rodrigues, CE",NA,NA,NA,NA,"Barros, A","2A",NA,1998,"09","24",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa (FAL), próximo ao córrego",-47.9296989440918,-15.7797002792358,70570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestre 0,4m; .","UB0032733","auto"
308,2017-05-05 18:07:01,"UnB","UB","135515","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sylvestre, L",2000,"03",NA,NA,"Carvalho-Silva, M","6",NA,1997,"10","28",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília",-47.9296989440918,-15.7797002792358,70570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mata de galeria, sobre solo. Topologia: Relevo plano.","UB0032728","auto"
309,2019-08-27 17:22:56,"UFSC","FLOR","47934","PreservedSpecimen","Plantae",NA,NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Gonzatti, F.",NA,NA,NA,NA,"Gonzatti, F.","589",NA,2012,"01","23",NA,NA,NA,"Brasil","Rio Grande do Sul","Cidreira","Lagoa da Tapera.",-50.225556,-30.053056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLOR0047934",NA
310,2019-08-27 17:22:56,"UFSC","FLOR","51377","PreservedSpecimen","Plantae",NA,NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Costa, T.V.",NA,NA,NA,NA,"Fiaschi, P.","4084",NA,2013,"12","08",NA,NA,NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim, Estrada para os campos de Santa Bárbara.",-49.636667,-28.160833,NA,NA,1566,1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLOR0051377",NA
311,2019-08-27 17:22:56,"UFSC","FLOR","58676","PreservedSpecimen","Plantae",NA,NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Costa, T.V.",NA,NA,NA,NA,"Fiaschi, P.","4179",NA,2014,"03","04",NA,NA,NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim, Estrada de acesso aos campos de Santa Bárbara. PPBio São Joaquim, Módulo 1, Parcela TN3500.",-49.640278,-28.153611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLOR0058676",NA
312,2019-08-27 17:22:56,"UFSC","FLOR","58957","PreservedSpecimen","Plantae",NA,NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Costa, T.V.",NA,NA,NA,NA,"Fiaschi, P.; Trevisan, R. & Alcantara, S.","4460",NA,2014,"12","13",NA,NA,NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Parque Nacional de São Joaquim, Estrada de acesso aos campos de Santa Bárbara.",-49.626389,-28.161111,NA,NA,1677,1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLOR0058957",NA
313,2019-08-27 17:22:56,"UFSC","FLOR","2326","PreservedSpecimen","Plantae",NA,NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sehnem, A.",1968,NA,NA,NA,"Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","6044",NA,1965,"06","22",NA,NA,NA,"Brasil","Santa Catarina","Florianópolis","Pântano do Sul, Ilha de Santa Catarina.",-48.5491981506348,-27.596700668335,27000,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLOR0002326","auto"
314,2019-08-27 17:22:56,"UFSC","FLOR","21862","PreservedSpecimen","Plantae",NA,NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Gasper, A.L. de",2010,NA,NA,NA,"Souza, M.L.; et alii","241",NA,1984,"09","14",NA,NA,NA,"Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.",-48.5491981506348,-27.596700668335,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLOR0021862","auto"
315,2019-08-27 17:22:56,"UFSC","FLOR","23834","PreservedSpecimen","Plantae",NA,NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Gasper, A.L. de",2010,NA,NA,NA,"Falkenberg, D.B.; Silva Filho, F.A. da","6664",NA,1994,"04","12",NA,NA,NA,"Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.",-48.5491981506348,-27.596700668335,27000,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLOR0023834","auto"
316,2019-08-27 17:22:56,"UFSC","FLOR","3787","PreservedSpecimen","Plantae",NA,NA,"Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Gasper, A.L. de",2010,NA,NA,NA,"Bresolin, A.","306",NA,1971,"08","11",NA,NA,NA,"Brasil","Santa Catarina","Governador Celso Ramos","Vargem do Macário.",-48.5592002868652,-27.3146991729736,13751,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLOR0003787","auto"
317,2019-07-24 19:00:22,"IF","SPSF","30927","PreservedSpecimen","Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra",NA,NA,NA,NA,NA,NA,"A.Salino","7553",NA,2001,"09","13",NA,NA,"América do Sul","Brasil","SP","Itapeva","estacao ecologica",-48.8699989318848,-23.9799995422363,42926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha para o pico do Caracol&nf;;",NA,"auto"
318,2019-07-24 19:00:22,"IF","SPSF","32639","PreservedSpecimen","Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Aspleniaceae","Asplenium","serra",NA,"Asplenium serra",NA,NA,NA,NA,NA,NA,"S.A.Nicolau","2611",NA,2001,"01","20",NA,NA,"América do Sul","Brasil","SP","Biritiba Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA
319,2019-08-08 20:30:09,"UNESC","CRI","9861","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","A. L. de Gasper",2010,"06","11",NA,"A. Stival-Santos; E. Legal & S. Silveira",NA,NA,2010,"03","10",NA,NA,NA,"Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri.",-48.5116667,-27.7297223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restinga","CRI007991",NA
320,2019-08-08 20:30:09,"UNESC","CRI","3056","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","J. Prado",NA,NA,NA,NA,"R. Negrelle; C. Londero",NA,NA,1993,"08","21",NA,NA,NA,"Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.",-48.6163889,-26.1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRI007989",NA
321,2019-08-08 20:30:09,"UNESC","CRI","9860","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","A. L. de Gasper",NA,NA,NA,NA,"A.L. de Gasper; T.J. Cadorin & J.L. Schimitt",NA,NA,2009,"09","30",NA,NA,NA,"Brasil","Santa Catarina","Garuva","Sol Nacente.",-49.7725,-26.5525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta Ombrófila Densa de Terras Baixas","CRI007992",NA
322,2019-08-08 20:30:09,"UNESC","CRI","9879","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","San Zatta Custódio",2013,"05","13",NA,"T. J. Cadorin; B. Grosch, R. Zimmermann & C.P. Lopes",NA,NA,2010,"04","07",NA,NA,NA,"Brasil","Santa Catarina","Garuva","Sol Nascente.",-48.855,-26.0266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta Ombrófila Densa de Terras Baixas","CRI007990",NA
323,2019-06-10 13:11:03,"FZB-BH","CVJBFZB","2802","S","Plantae","Pteridophyta","Equisetopsida","Polypodiales","Aspleniaceae","Asplenium","cf. serra",NA,"Asplenium cf. serra","Langsd. & Fisch.","Carlos A. Ferreira Jr.",2013,"09","10",NA,"Carlos Alberto F. Jr. ; Juliana Ordones, Clemens e Reisla","CAF1211",NA,2013,"09","09",NA,NA,NA,"Brasil","Minas Gerais","Catas Altas","Pico do Inficcionados, Serra do Caraça",-43.4075012207031,-20.0746994018555,11966,NA,1947,1947,NA,NA,NA,NA,0,NA,NA,NA,"254",NA,"auto"
324,2019-04-02 18:36:25,"UFRJ","RFA","12467","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","A.C. Brade",1966,"10","01",NA,"E. Richter",NA,NA,1963,"06","27",NA,NA,NA,"Brasil","Rio Grande do Sul","Rio Grande do Sul","Canela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFA32182",NA
325,2019-04-02 18:36:25,"UFRJ","RFA","23081","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","D.B. Lellinger",1964,NA,NA,NA,"Segadas-Vianna",NA,NA,1943,"09",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Campo das Antas",-43.2075004577637,-22.9027996063232,57442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFA32157","auto"
326,2019-04-02 18:36:25,"UFRJ","RFA","23083","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","D.B. Lellinger",1964,NA,NA,NA,"Segadas-Vianna",NA,NA,1944,"02","23",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Morro Açú",-43.2075004577637,-22.9027996063232,57442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFA32156","auto"
327,2019-04-02 18:36:25,"UFRJ","RFA","23087","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Segadas-Vianna",1944,"03","02",NA,"Segadas-Vianna",NA,NA,1944,"02","23",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Morro Açú",-43.2075004577637,-22.9027996063232,57442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFA32159","auto"
328,2019-04-02 18:36:25,"UFRJ","RFA","40732","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","L. Sylvestre",2011,"04","07",NA,"L. Sylvestre; E.R. Damasceno","2177",NA,2011,"01","08",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha entre o abrigo 4 e a Pedra do Sino",-43.028056,-22.46,NA,NA,2138,2138,NA,NA,NA,NA,NA,NA,NA,NA,"crescendo às margens da trilha em meio a arbustos na matinha","RFA32161",NA
329,2019-04-02 18:36:25,"UFRJ","RFA","43106","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Reis, A.",2018,"09","22",NA,"Reis, A.; Lino, V.; Sylvestre, L. S.;","21",NA,2018,"09","22",NA,NA,NA,"Brasil","Minas Gerais","Itamonte",NA,-44.737222,-22.357222,NA,NA,2156,2156,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFA42918",NA
330,2019-04-02 18:36:25,"UFRJ","RFA","23084","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","A.C. Brade",NA,NA,NA,NA,"Segadas-Vianna",NA,NA,1943,"09",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Campo das Antas",-43.2075004577637,-22.9027996063232,57442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFA32160","auto"
331,2019-04-02 18:36:25,"UFRJ","RFA","23082","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","A.C. Brade",NA,NA,NA,NA,"Segadas-Vianna",NA,NA,1943,"09",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Campo das Antas",-43.2075004577637,-22.9027996063232,57442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFA32158","auto"
332,2019-05-17 13:44:08,"UTFPR","DVPR","1550","S","Plantae","Monilophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Caxambu, M.G.",2009,"02","03",NA,"Caxambu, M.G.; Siqueira, E.L.; Siqueira, E.L.","2442",NA,2008,"12","08",NA,NA,NA,"Brasil","Paraná","Turvo","Propriedade da família Rickli",-51.33213,-25.02155,NA,NA,1068,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DVPR001550",NA
333,2019-04-30 19:14:04,"UFBA","ALCB","033199","S","Plantae","Fern",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd.","Barros, L",1996,"12",NA,NA,"Melo, E; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argôlo, AS","PCD1281",NA,1994,"11","23",NA,NA,"Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha",-41.45,-12.433333,NA,NA,1050,1050,NA,NA,NA,NA,NA,NA,NA,NA,"rasteira sobre rochas. Folhas simples. Ocasional.; Vegetação de campo rupestre. Afloramento rochoso.",NA,NA
334,2018-08-28 19:20:39,"UFBA","ALCB","42790","S","Plantae","Fern",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd.","Guedes, ML; Stradmann, MTS",1997,"06",NA,NA,"Stradmann, MTS; Poveda, A; Gomes, DF","0113",NA,1995,"03","03",NA,NA,"Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Trilha do Bodão, margem direita, afluente do rio Ribeirão, a 4 km aproximadamente após a Cachoeira do Sossego, sentido nascente. Parque Nacional da Chapada Diamantina",-41.45,-12.466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestre, ca. 0,80 m. Folhas membran ceas, verdes, conc¢lores. Frequente.; Mata ciliar, de 15 a 20 m de largura, limitada por paredões rochosos, higrófila. Sub comunidade montana. Solo arenoso, com humos, associado aos afloramentos rochosos arenític",NA,NA
335,2018-08-28 19:20:39,"UFBA","ALCB","74132","S","Plantae","Fern",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd.","Guedes, ML",2006,"10",NA,NA,"Sousa, DC de; Nogueira, T; Guedes, ML; Valadão, RM; Carvalho, G; Santos, JS","38",NA,2006,"06","02",NA,NA,"Southern America","Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina, Sete Passagens",-40.519167,-11.3775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestre. Frondes com estípite escuras. Frondes monomórficas, 1-pinada-imparipenada, pinas cartáceas, margem serreada, venação aberta, 2-3 vezes furcadas. Soros nas nervuras junto a costa, indúsio estreito e delgado.",NA,NA
336,2018-08-28 19:20:39,"UFBA","ALCB","75031","S","Plantae","Fern",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd.","Guedes, ML",2007,"01",NA,NA,"Guedes, ML; Sousa, DC de; Valadão, RM; Santos, JS","12700",NA,2006,"08","02",NA,NA,"Southern America","Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina, Ponto 197",-40.516667,-11.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rupícola. rizoma recoberto de escamas marrons. Estipite marrom com escamas, lâmina cartácea, pinadas, pinas com margem serreadas. Aparelho esporífero paralelo a costa com indúsio.",NA,NA
337,2019-08-09 18:28:50,"UFBA","ALCB","033152","S","Plantae","Fern",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd.","Sylvestre, L",1998,"07","31",NA,"França, F; Nic Lughadha, E; Gasson, P; Harley, RM; Soffiati, P","PCD5895",NA,1997,"02","27",NA,NA,"Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha",-41,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"epífita, rizoma curto. Folíolos coriáceos. Ocasional.",NA,NA
338,2018-08-28 19:20:39,"UFBA","ALCB","86948","S","Plantae","Fern",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd.","Barbosa, E; Cordeiro, J",2007,NA,NA,NA,"Campos, AR; Cervi, AC; Silva, JM","9049",NA,2007,"10","02",NA,NA,"Southern America","Brasil","Paraná","Paranaguá","Floresta Estadual do palmito",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ereta; lugar sombrio","ALCB001415","auto"
339,2019-02-15 13:33:35,"IPA","IPA","21938","S","Plantae","Plantae",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sylvestre, L.",1998,"08","03",NA,"Andrade-Lima","70-6112",NA,1970,"10","24",NA,NA,"Southern America","Brasil","Bahia",NA,"pé de serra, km 65 da estrada Mundo Novo - Morro do Chapéu. Entre pedras de arenito na encosta da Serra da Gameleira (Tombador) na sombra da mata úmida.",NA,NA,NA,NA,735,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPA0021938",NA
340,2019-02-15 13:33:35,"IPA","IPA","87733","S","Plantae","Plantae",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Smith, A.R.",2005,NA,NA,NA,"Silva, J.M.","4510",NA,2005,"11","13",NA,NA,"Southern America","Brasil","Santa Catarina","Itapoá","Rio Saí-Guaçu, Ponte da Capela",-48.6161003112793,-26.1168994903564,18121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrícola.; Floresta Atlântica.","IPA0087733","auto"
341,2019-09-20 18:02:50,"UFV","VIC","40176","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd & Fisch","Schwartsburd, P.B.",2013,NA,NA,NA,"Barreto, R.W.","1730",NA,2013,"01","15",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIC040176",NA
342,2019-09-20 18:02:50,"UFV","VIC","053126","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd & Fisch",NA,NA,NA,NA,NA,"Schwartsburd, P.B.; L.S. Schwartsburd; R.Santana","3824",NA,2016,"12","27",NA,NA,NA,"Brasil","São Paulo","Pindamonhamgaba","Estrada para Pico do Itapeva, Floresta com Araucária.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita.","VIC053126",NA
343,2019-09-20 18:02:50,"UFV","VIC","24827","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd & Fisch","Schwartsburd, P.B.; Miranda, C.V.",2019,NA,NA,NA,"Valente, G.E.; Silva, A.F.","539",NA,2000,"07","08",NA,NA,NA,"Brasil","Minas Gerais","Ibitipoca","P.E. do Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planta terrestre, crescendo sob mata nebulosa, em local extremamente úmido e sombreado.","VIC024827",NA
344,2019-09-20 18:02:50,"UFV","VIC","40158","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd & Fisch","Pereira, J.B.S.",2008,NA,NA,NA,"Pereira, J.B.S.; Matos, F.B.; Reginato M.","55",NA,2007,"09","29",NA,NA,NA,"Brasil","Paraná","Campina Grande do Sul","P.E. Pico Paraná",-48,-25,NA,NA,1300,1300,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, interior da mata.","VIC040158",NA
345,2019-09-20 18:02:50,"UFV","VIC","37055","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd & Fisch","Gonzatti, F.",2012,"06",NA,NA,"Gonzatti, F.","513",NA,2012,"05","27",NA,NA,NA,"Brasil","Rio Grande do Sul","Palmares do Sul",NA,-50.5097007751465,-30.2577991485596,31350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemicriptófito no interior de mata paludosa","VIC037055","auto"
346,2019-09-20 18:02:50,"UFV","VIC","37876","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd & Fisch","Gonzatti, F.",2012,"10",NA,NA,"Gonzatti, F.","589",NA,2012,"01","23",NA,NA,NA,"Brasil","Rio Grande do Sul","Cidreira","Lagoa da tapera",-50.2056007385254,-30.1811008453369,19547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrícula em mata paludosa.","VIC037876","auto"
